Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-12-16,2006,D,H,0.63,0.24,0.13,1.4,4.33,7.5,H,1.4,False,-100.0
2006-12-16,2006,A,A,0.37,0.22,0.41,2.4,3.2,2.87,A,2.87,True,187.0
2006-12-17,2006,A,A,0.09,0.31,0.6,5.5,3.8,1.57,A,1.57,True,57.00000000000001
2006-12-17,2006,A,A,0.31,0.33,0.36,2.5,3.2,2.75,A,2.75,True,175.0
2006-12-17,2006,H,A,0.08,0.23,0.69,6.5,4.0,1.44,A,1.44,False,-100.0
2006-12-18,2006,H,H,0.37,0.32,0.31,2.25,3.2,3.1,H,2.25,True,125.0
2006-12-23,2006,A,A,0.36,0.13,0.51,2.4,3.25,2.87,A,2.87,True,187.0
2006-12-23,2006,H,H,0.62,0.31,0.07,1.33,4.5,9.5,H,1.33,True,33.00000000000001
2006-12-23,2006,A,A,0.06,0.12,0.82,5.5,3.6,1.61,A,1.61,True,61.00000000000001
2006-12-23,2006,D,A,0.34,0.26,0.4,2.37,3.25,2.87,A,2.87,False,-100.0
2006-12-23,2006,H,H,0.9,0.05,0.05,1.2,6.0,13.0,H,1.2,True,19.999999999999996
2006-12-23,2006,H,H,0.67,0.19,0.14,1.72,3.4,5.0,H,1.72,True,72.0
2006-12-23,2006,A,H,0.39,0.31,0.3,2.3,3.25,3.0,H,2.3,False,-100.0
2006-12-23,2006,A,A,0.04,0.35,0.61,7.5,4.33,1.4,A,1.4,True,39.99999999999999
2006-12-23,2006,H,H,0.42,0.18,0.4,2.5,3.2,2.75,H,2.5,True,150.0
2006-12-23,2006,H,H,0.46,0.34,0.2,1.66,3.6,5.0,H,1.66,True,65.99999999999999
2006-12-26,2006,H,H,0.82,0.16,0.02,1.18,6.0,15.0,H,1.18,True,17.999999999999993
2006-12-26,2006,H,H,0.49,0.44,0.07,1.8,3.2,4.75,H,1.8,True,80.0
2006-12-26,2006,A,H,0.52,0.2,0.28,2.3,3.25,3.0,H,2.3,False,-100.0
2006-12-26,2006,A,A,0.35,0.13,0.52,2.25,3.2,3.1,A,3.1,True,210.0
2006-12-26,2006,D,H,0.7,0.23,0.07,1.18,6.0,15.0,H,1.18,False,-100.0
2006-12-26,2006,H,H,0.44,0.33,0.23,1.9,3.3,4.0,H,1.9,True,89.99999999999999
2006-12-26,2006,H,A,0.18,0.31,0.51,4.2,3.4,1.83,A,1.83,False,-100.0
